"","CASE_ENQUIRY_ID","open_dt","target_dt","closed_dt","OnTime_Status","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source"
"1099",101002016978,2017-02-16 15:52:00,2017-03-18 15:52:56,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"71 Dakota St  Dorchester  MA  02124",7,"03",4,"C11","Dorchester",8,"Ward 17","1702","71 Dakota St","02124",42.2992,-71.0698,"Constituent Call"
"1100",101002016857,2017-02-16 14:24:00,2017-03-18 14:24:59,2017-03-07 11:37:22,"ONTIME","Closed","Case Closed. Closed date : 2017-03-07 11:37:22.313 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"6 Fernboro St  Dorchester  MA  02121",7,"03",4,"B2","Roxbury",13,"Ward 14","1401","6 Fernboro St","02121",42.3114,-71.077,"Constituent Call"
"1101",101002016685,2017-02-16 12:34:50,NA,2017-02-16 12:40:22,"ONTIME","Closed","Case Closed. Closed date : 2017-02-16 12:40:22.32 Case Invalid test","Heat/Fuel Assistance","Mayor's 24 Hour Hotline","Programs","Heat/Fuel Assistance","INFO_Heat/Fuel Assistance","INFO",NA,NA,"40 Saunders St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","40 Saunders St","02134",42.3533,-71.1423,"Constituent Call"
"1102",101002016510,2017-02-16 10:56:17,2017-03-18 10:56:16,2017-02-16 10:57:16,"ONTIME","Closed","Case Closed. Closed date : 2017-02-16 10:57:16.947 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"11 Carpenter St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 7","0706","11 Carpenter St","02127",42.329,-71.0564,"Constituent Call"
"1103",101002016359,2017-02-16 09:42:13,NA,2017-02-16 09:43:14,"ONTIME","Closed","Case Closed. Closed date : 2017-02-16 09:43:14.3","Heat/Fuel Assistance","Mayor's 24 Hour Hotline","Programs","Heat/Fuel Assistance","INFO_Heat/Fuel Assistance","INFO",NA,NA,"40 Saunders St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","40 Saunders St","02134",42.3533,-71.1423,"Constituent Call"
"1104",101002016348,2017-02-16 09:39:00,NA,2017-02-16 09:39:53,"ONTIME","Closed","Case Closed. Closed date : 2017-02-16 09:39:53.83 Case Invalid","Heat/Fuel Assistance","Mayor's 24 Hour Hotline","Programs","Heat/Fuel Assistance","INFO_Heat/Fuel Assistance","INFO",NA,NA,"40 Saunders St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","40 Saunders St","02134",42.3533,-71.1423,"Constituent Call"
"1105",101002015962,2017-02-16 04:23:00,2017-03-18 04:23:25,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"465 Columbia Rd  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1501","465 Columbia Rd","02125",42.3133,-71.0677,"Constituent Call"
"1106",101002015944,2017-02-16 00:02:00,2017-03-18 00:02:47,2017-07-20 09:58:59,"OVERDUE","Closed","Case Closed. Closed date : 2017-07-20 09:58:59.333 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"28 Irma St  Dorchester  MA  02124",8,"07",4,"B3","Greater Mattapan",9,"Ward 14","1412","28 Irma St","02124",42.287,-71.0873,"Constituent Call"
"1107",101002015590,2017-02-15 17:15:00,2017-03-17 17:15:54,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"41 Ames Way  Dorchester  MA  02124",8,"07",4,"B3","Dorchester",9,"14","1410","41 Ames Way","02124",42.2895,-71.0866,"Constituent Call"
"1108",101002013825,2017-02-14 20:02:00,2017-03-16 20:02:48,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"11 Dixwell St  Roxbury  MA  02119",9,"02",7,"E13","Jamaica Plain",11,"Ward 11","1105","11 Dixwell St","02119",42.3147,-71.0977,"Constituent Call"
"1109",101002013502,2017-02-14 17:06:00,2017-03-16 17:06:26,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"224 Hanover St  Boston  MA  02113",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0303","224 Hanover St","02113",42.3631,-71.0554,"Constituent Call"
"1110",101002013476,2017-02-14 16:55:00,2017-03-16 16:55:56,2017-02-28 11:56:45,"ONTIME","Closed","Case Closed. Closed date : 2017-02-28 11:56:45.74 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"112 Howland St  Dorchester  MA  02121",9,"10B",7,"B2","Roxbury",13,"Ward 12","1208","112 Howland St","02121",42.3143,-71.0901,"Constituent Call"
"1111",101002013316,2017-02-14 15:20:00,2017-03-16 15:20:00,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"256 Geneva Ave  Dorchester  MA  02121",7,"03",4,"C11","Dorchester",8,"Ward 15","1502","256 Geneva Ave","02121",42.3047,-71.0728,"Constituent Call"
"1112",101002013296,2017-02-14 15:09:00,2017-03-16 15:09:14,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"40 Stellman Rd  Roslindale  MA  02131",12,"02",5,"E5","Roslindale",10,"Ward 19","1913","40 Stellman Rd","02131",42.2892,-71.1222,"Constituent Call"
"1113",101002013276,2017-02-14 15:00:00,2017-03-16 15:00:55,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"21 Brinsley St  Dorchester  MA  02121",7,"03",4,"C11","Roxbury",8,"Ward 14","1404","21 Brinsley St","02121",42.3053,-71.0785,"Constituent Call"
"1114",101002011949,2017-02-13 21:14:00,2017-03-15 21:14:53,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"19 Calder St  Dorchester  MA  02124",8,"07",4,"B3","Greater Mattapan",9,"Ward 14","1409","19 Calder St","02124",42.2973,-71.088,"Constituent Call"
"1115",101002011315,2017-02-13 13:53:00,2017-03-15 13:53:02,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"118 Howland St  Dorchester  MA  02121",9,"10B",7,"B2","Roxbury",13,"Ward 12","1208","118 Howland St","02121",42.3144,-71.0905,"Constituent Call"
"1116",101002010910,2017-02-13 10:21:00,2017-03-15 10:21:13,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"304 Sumner St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0103","304 Sumner St","02128",42.3677,-71.0365,"Constituent Call"
"1117",101002010860,2017-02-13 09:54:00,2017-03-15 09:54:53,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"376 W Fourth St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0603","376 W Fourth St","02127",42.3369,-71.0493,"Constituent Call"
"1118",101002010845,2017-02-13 09:47:00,2017-03-15 09:47:09,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"35 Beacon St  Boston  MA  02108",3,"1B",8,"A1","Beacon Hill",14,"Ward 5","0503","35 Beacon St","02108",42.3573,-71.0654,"Constituent Call"
"1119",101002010443,2017-02-12 19:30:00,2017-03-14 19:30:56,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"18 Fernboro St  Dorchester  MA  02121",7,"03",4,"B2","Roxbury",13,"Ward 14","1401","18 Fernboro St","02121",42.3111,-71.0772,"Constituent Call"
"1120",101002010257,2017-02-12 14:51:00,2017-03-14 14:51:56,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"86 Homes Ave  Dorchester  MA  02122",7,"03",3,"C11","Dorchester",8,"Ward 15","1507","86 Homes Ave","02122",42.3034,-71.0676,"Constituent Call"
"1121",101002010051,2017-02-12 10:51:00,2017-03-14 10:51:57,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"572 Cummins Hwy  Mattapan  MA  02126",8,"07",5,"B3","Greater Mattapan",9,"Ward 18","1821","572 Cummins Hwy","02126",42.2735,-71.1081,"Constituent Call"
"1122",101002010030,2017-02-12 10:36:00,2017-03-14 10:36:37,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"572 Cummins Hwy  Mattapan  MA  02126",8,"07",5,"B3","Greater Mattapan",9,"Ward 18","1821","572 Cummins Hwy","02126",42.2735,-71.1081,"Constituent Call"
"1123",101002009710,2017-02-11 17:02:25,2017-03-13 17:02:25,2017-02-11 17:08:05,"ONTIME","Closed","Case Closed. Closed date : 2017-02-11 17:08:05.38 Case Resolved constituent wanted case withdrawn","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"43 Hemenway St  Boston  MA  02115",4,"10A",8,"D4","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 4","0407","43 Hemenway St","02115",42.3454,-71.0898,"Constituent Call"
"1124",101002009398,2017-02-11 12:12:23,2017-03-13 12:12:23,2017-02-11 12:12:34,"ONTIME","Closed","Case Closed. Closed date : 2017-02-11 12:12:34.937 Case Invalid","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"327 Quincy St  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1501","327 Quincy St","02125",42.311,-71.0698,"Constituent Call"
"1125",101002009017,2017-02-11 08:40:00,2017-03-13 08:40:45,2017-02-11 17:01:09,"ONTIME","Closed","Case Closed. Closed date : 2017-02-11 17:01:09.177 Case Resolved resolved","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"43 Hemenway St  Boston  MA  02115",4,"10A",8,"D4","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 4","0407","43 Hemenway St","02115",42.3454,-71.0898,"Constituent Call"
"1126",101002008881,2017-02-11 02:29:00,2017-03-13 02:29:56,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"465 Columbia Rd  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1501","465 Columbia Rd","02125",42.3133,-71.0677,"Constituent Call"
"1127",101002008758,2017-02-10 21:08:00,2017-03-12 21:08:16,2017-03-21 08:54:41,"OVERDUE","Closed","Case Closed. Closed date : 2017-03-21 08:54:41.36 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"100 W Cedar St  Boston  MA  02114",3,"1B",8,"A1","Beacon Hill",14,"Ward 5","0511","100 W Cedar St","02114",42.3608,-71.0702,"Constituent Call"
"1128",101002008503,2017-02-10 17:44:00,2017-03-12 17:44:16,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"995 River St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1815","995 River St","02136",42.2609,-71.1151,"Constituent Call"
"1129",101002008421,2017-02-10 17:18:00,2017-03-12 17:18:16,2017-03-06 10:56:40,"ONTIME","Closed","Case Closed. Closed date : 2017-03-06 10:56:40.1 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"533 Massachusetts Ave  Roxbury  MA  02118",7,"10B",7,"D4","Roxbury",13,"Ward 9","0903","533 Massachusetts Ave","02118",42.3383,-71.08,"Constituent Call"
"1130",101002007834,2017-02-10 13:41:00,2017-03-12 13:41:40,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"41 Dimock St  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"11","1102","41 Dimock St","02119",42.3197,-71.0966,"Constituent Call"
"1131",101002007792,2017-02-10 13:27:07,2017-03-12 13:27:07,2017-02-10 13:27:40,"ONTIME","Closed","Case Closed. Closed date : 2017-02-10 13:27:40.71 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"1340 River St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1818","1340 River St","02136",42.2551,-71.1273,"Constituent Call"
"1132",101002007782,2017-02-10 13:23:00,2017-03-12 13:23:19,2017-03-07 08:30:16,"ONTIME","Closed","Case Closed. Closed date : 2017-03-07 08:30:16.953 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"10 Saint Martin St  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"Ward 2","0207","10 Saint Martin St","02129",42.3823,-71.0686,"Constituent Call"
"1133",101002007672,2017-02-10 12:43:48,2017-03-12 12:43:48,2017-02-10 12:44:13,"ONTIME","Closed","Case Closed. Closed date : 2017-02-10 12:44:13.06 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"50 Chester St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",14,"Ward 21","2103","50 Chester St","02134",42.3522,-71.1287,"Constituent Call"
"1134",101002007602,2017-02-10 12:17:00,2017-03-12 12:17:42,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"12 Althea St  Dorchester  MA  02122",8,"07",3,"C11","Dorchester",7,"Ward 16","1604","12 Althea St","02122",42.2939,-71.0588,"Constituent Call"
"1135",101002007283,2017-02-10 10:25:00,2017-03-12 10:25:55,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"1050 Tremont St  Mission Hill  MA  02120",7,"10B",7,"D4","Roxbury",13,"Ward 9","0904","1050 Tremont St","02120",42.336,-71.0859,"Constituent Call"
"1136",101002007274,2017-02-10 10:23:00,2017-03-12 10:23:08,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"35 Hollander St  Dorchester  MA  02121",9,"10B",7,"B2","Roxbury",13,"Ward 12","1202","35 Hollander St","02121",42.3159,-71.0897,"Constituent Call"
"1137",101002007205,2017-02-10 09:59:00,2017-03-12 09:59:02,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"118 Howland St  Dorchester  MA  02121",9,"10B",7,"B2","Roxbury",13,"Ward 12","1208","118 Howland St","02121",42.3144,-71.0905,"Constituent Call"
"1138",101002006697,2017-02-10 04:58:00,2017-03-12 04:58:52,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"530 Columbia Rd  Dorchester  MA  02125",7,"03",7,"B2","Dorchester",13,"13","1305","530 Columbia Rd","02125",42.3156,-71.0669,"Constituent Call"
"1139",101002006626,2017-02-09 23:04:00,2017-03-11 23:04:05,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"65 Monadnock St  Dorchester  MA  02125",7,"03",7,"B2","Dorchester",13,"Ward 13","1305","65 Monadnock St","02125",42.3149,-71.0697,"Constituent Call"
"1140",101002006568,2017-02-09 21:46:00,2017-03-11 21:46:16,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"39 Standish St  Dorchester  MA  02124",8,"03",4,"B3","Greater Mattapan",8,"Ward 14","1402","39 Standish St","02124",42.2948,-71.0791,"Constituent Call"
"1141",101002006549,2017-02-09 21:25:00,2017-03-11 21:25:44,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"18 Rockville Park  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"Ward 12","1201","18 Rockville Park","02119",42.3251,-71.082,"Constituent Call"
"1142",101002006424,2017-02-09 19:33:00,2017-03-11 19:33:33,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"24 Everett St  Brighton  MA  02135",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2205","24 Everett St","02135",42.3548,-71.139,"Constituent Call"
"1143",101002006418,2017-02-09 19:28:39,2017-03-11 19:28:39,2017-02-09 19:32:17,"ONTIME","Closed","Case Closed. Closed date : 2017-02-09 19:32:17.28 Case Invalid Wrong eform","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"24 Everett St  Brighton  MA  02135",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2205","24 Everett St","02135",42.3548,-71.139,"Constituent Call"
"1144",101002005920,2017-02-09 12:17:00,2017-03-11 12:17:15,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"237 Walnut Ave  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"Ward 11","1103","237 Walnut Ave","02119",42.3189,-71.091,"Constituent Call"
"1145",101002005830,2017-02-09 10:56:00,2017-03-11 10:56:39,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"83 Fairmount Ave  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1818","83 Fairmount Ave","02136",42.2544,-71.1203,"Constituent Call"
"1146",101002005733,2017-02-09 08:50:00,2017-03-11 08:50:33,2017-07-31 09:46:03,"OVERDUE","Closed","Case Closed. Closed date : 2017-07-31 09:46:03.843 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"11 Allen St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1818","11 Allen St","02136",42.2478,-71.1282,"Constituent Call"
"1147",101002005705,2017-02-09 08:24:00,2017-03-11 08:24:41,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"105 Peterborough St  Boston  MA  02215",4,"10A",8,"D4","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 21","2101","105 Peterborough St","02215",42.3432,-71.0998,"Constituent Call"
"1148",101002005549,2017-02-08 20:40:00,2017-03-10 20:40:11,2017-03-07 11:03:28,"ONTIME","Closed","Case Closed. Closed date : 2017-03-07 11:03:28.213 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"23 Laval St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1814","23 Laval St","02136",42.2632,-71.1188,"Constituent Call"
"1149",101002005357,2017-02-08 15:01:00,2017-03-10 15:01:36,2017-02-28 11:42:15,"ONTIME","Closed","Case Closed. Closed date : 2017-02-28 11:42:15.693 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"50 Annunciation Rd  Mission Hill  MA  02120",9,"10A",7,"B2","Mission Hill",13,"Ward 4","0409","50 Annunciation Rd","02120",42.3351,-71.0929,"Self Service"
"1150",101002005325,2017-02-08 14:30:00,2017-03-10 14:30:32,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"84 Forbes St  Jamaica Plain  MA  02130",9,"02",6,"E13","Jamaica Plain",11,"Ward 10","1009","84 Forbes St","02130",42.3201,-71.1057,"Constituent Call"
"1151",101002005265,2017-02-08 12:51:00,2017-03-10 12:51:40,2017-03-09 08:40:33,"ONTIME","Closed","Case Closed. Closed date : 2017-03-09 08:40:33.257 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"68 Corona St  Dorchester  MA  02124",7,"03",4,"C11","Dorchester",8,"Ward 15","1505","68 Corona St","02124",42.3016,-71.0691,"Constituent Call"
"1152",101002004367,2017-02-07 10:52:00,2017-03-09 10:52:41,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"423 Shawmut Ave  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 9","0901","423 Shawmut Ave","02118",42.3401,-71.0743,"Constituent Call"
"1153",101002003985,2017-02-06 16:31:00,2017-03-08 16:31:10,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"382 Geneva Ave  Dorchester  MA  02122",7,"03",4,"C11","Dorchester",8,"Ward 15","1505","382 Geneva Ave","02122",42.3017,-71.0682,"Constituent Call"
"1154",101002003508,2017-02-06 08:42:00,2017-03-08 08:42:27,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"105 Crawford St  Dorchester  MA  02121",9,"10B",7,"B2","Dorchester",13,"12","1208","105 Crawford St","02121",42.314,-71.0904,"Constituent Call"
"1155",101002003482,2017-02-06 08:27:00,2017-03-08 08:27:25,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"105 Crawford St  Dorchester  MA  02121",9,"10B",7,"B2","Dorchester",13,"12","1208","105 Crawford St","02121",42.314,-71.0904,"Constituent Call"
"1156",101002003300,2017-02-05 16:38:00,2017-03-07 16:38:16,2017-03-01 14:53:02,"ONTIME","Closed","Case Closed. Closed date : 2017-03-01 14:53:02.0 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"42 Westville St  Dorchester  MA  02124",7,"03",4,"C11","Dorchester",8,"Ward 15","1505","42 Westville St","02124",42.3004,-71.0705,"Constituent Call"
"1157",101002003014,2017-02-04 20:29:00,2017-03-06 20:29:29,2017-03-01 14:34:21,"ONTIME","Closed","Case Closed. Closed date : 2017-03-01 14:34:21.683 :","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"86 Homes Ave  Dorchester  MA  02122",7,"03",3,"C11","Dorchester",8,"Ward 15","1507","86 Homes Ave","02122",42.3034,-71.0676,"Constituent Call"
"1158",101002002929,2017-02-04 16:11:00,2017-03-06 16:11:12,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"151 Leyden St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0113","151 Leyden St","02128",42.3888,-71.0061,"Constituent Call"
"1159",101002002821,2017-02-04 11:42:00,2017-03-06 11:42:15,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"30 Hosmer St  Mattapan  MA  02126",8,"07",4,"B3","Greater Mattapan",9,"Ward 14","1405","30 Hosmer St","02126",42.281,-71.0904,"Constituent Call"
"1160",101002002772,2017-02-04 09:14:00,2017-03-06 09:14:45,2017-07-26 11:53:07,"OVERDUE","Closed","Case Closed. Closed date : 2017-07-26 11:53:07.673 ADCLSD: Administratively Closed","Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"995 River St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1815","995 River St","02136",42.2609,-71.1151,"Constituent Call"
"1161",101002002716,2017-02-04 02:43:00,2017-03-06 02:43:50,NA,"OVERDUE","Open",NA,"Heat - Excessive  Insufficient","Inspectional Services","Housing","Heat - Excessive  Insufficient","ISD_Housing (INTERNAL)","ISD",NA,NA,"132 Hemenway St  Boston  MA  02115",4,"10A",7,"D4","Fenway / Kenmore / Audubon Circle / Longwood",13,"Ward 4","0408","132 Hemenway St","02115",42.3423,-71.0901,"Constituent Call"
